idTweeter,lastSuscribings
14571055,1;2;3;4;5;6
321985533,1;2;3;4;5;6
1446937588179275777,1;2;3;4;5;6
1308978609529466887,1;2;3;4;5;6
956330918741987329,1;2;3;4;5;6
1326607682455924737,1;2;3;4;5;6
900794431590338562,1;2;3;4;5;6
244719888,1;2;3;4;5;6
